599.515,300,0,300,0,0,300,0,300
598.478,300,0,0,300,300,0,300,0
598.267,0,300,60,240,0,300,300,0
599.693,300,0,0,300,300,0,300,0
599.497,300,0,300,0,0,300,0,300
599.66,300,0,300,0,0,300,0,300
598.532,300,0,0,300,0,300,300,0
598.941,0,300,300,0,300,0,0,300
599.711,300,0,0,300,300,0,0,300
599.068,300,0,300,0,0,300,300,0
599.272,0,300,300,0,300,0,300,0
599.274,300,0,0,300,300,0,0,300
598.33,300,0,300,0,300,0,300,0
598.184,300,0,0,300,300,0,0,300
598.411,300,0,0,300,0,300,300,0
599.821,0,300,300,0,0,300,0,300
599.378,300,0,300,0,0,300,300,0
598.91,0,300,300,0,300,0,300,0
599.917,0,300,23,277,0,300,300,0
599.323,300,0,0,300,0,300,0,300
598.085,0,300,300,0,300,0,0,300
599.83,300,0,0,300,300,0,300,0
599.274,300,0,0,300,0,300,300,0
599.864,300,0,0,300,62,238,300,0
599.915,300,0,300,0,0,300,300,0
599.162,0,300,300,0,300,0,0,300
599.326,300,0,0,300,300,0,0,300
599.474,300,0,300,0,300,0,23,277
599.869,0,300,0,300,300,0,300,0
599.084,0,300,256,44,300,0,0,300
599.902,300,0,0,300,0,300,0,300
599.472,0,300,0,300,300,0,0,300
599.583,0,300,300,0,0,300,0,300
598.93,300,0,0,300,300,0,0,300
597.878,0,300,0,300,195,105,0,300
599.996,0,300,0,300,0,300,300,0
599.971,0,300,0,300,300,0,0,300
599.905,300,0,0,300,300,0,300,0
599.801,300,0,0,300,300,0,300,0
599.306,0,300,0,300,300,0,0,300
598.797,300,0,300,0,0,300,0,300
599.113,300,0,0,300,0,300,300,0
598.681,300,0,0,300,300,0,300,0
599.677,0,300,0,300,300,0,0,300
599.229,0,300,300,0,0,300,300,0
599.637,0,300,300,0,0,300,300,0
597.996,300,0,0,300,300,0,0,300
596.624,0,300,0,300,0,300,0,300
599.869,0,300,300,0,300,0,300,0
599.771,0,300,0,300,0,300,0,300
599.908,0,300,0,300,0,300,0,300
599.585,0,300,0,300,300,0,0,300
598.275,300,0,300,0,0,300,0,300
599.872,0,300,300,0,300,0,300,0
599.775,300,0,0,300,0,300,0,300
598.732,0,300,300,0,0,300,0,300
596.999,0,300,0,300,0,300,0,300
599.679,300,0,0,300,300,0,0,300
599.047,300,0,300,0,300,0,300,0
599.09,0,300,300,0,0,300,300,0
599.08,0,300,300,0,0,300,300,0
597.372,0,300,0,300,0,300,0,300
599.944,300,0,300,0,300,0,300,0
597.91,300,0,300,0,0,300,300,0
598.939,300,0,300,0,0,300,0,300
598.984,0,300,300,0,300,0,0,300
599.55,300,0,0,300,0,300,0,300
599.535,0,300,300,0,300,0,300,0
599.33,0,300,0,300,0,300,300,0
599.947,300,0,300,0,0,300,0,300
599.267,300,0,0,300,0,300,300,0
599.944,300,0,300,0,300,0,300,0
599.725,0,300,0,300,0,300,300,0
597.878,300,0,300,0,300,0,0,300
598.108,114,186,300,0,0,300,0,300
597.751,0,300,300,0,0,300,300,0
594.535,0,300,300,0,0,300,0,300
599.66,0,300,300,0,0,300,300,0
595.343,0,300,300,0,0,300,0,300
598.53,300,0,0,300,300,0,0,300
599.576,300,0,0,300,0,300,300,0
598.144,300,0,0,300,0,300,0,300
599.719,300,0,90,210,0,300,300,0
598.675,0,300,0,300,300,0,300,0
598.219,300,0,300,0,0,300,300,0
599.475,0,300,300,0,0,300,300,0
596.667,300,0,300,0,0,300,0,300
598.772,300,0,300,0,300,0,0,300
599.948,0,300,300,0,300,0,300,0
599.706,300,0,0,300,0,300,300,0
598.317,300,0,300,0,0,300,300,0
599.677,0,300,74,226,300,0,300,0
599.259,0,300,0,300,0,300,300,0
599.472,300,0,300,0,0,300,300,0
599.829,300,0,300,0,0,300,300,0
598.931,0,300,300,0,0,300,300,0
599.67,0,300,300,0,300,0,0,300
598.44,0,300,300,0,202,98,300,0
598.778,0,300,0,300,0,300,300,0
598.94,300,0,300,0,300,0,0,300
