500,300,300,0.05,0.05,0.00233,0.00033,1,0.5,0.5,0,0,1
500,300,300,0.01,0.01,0.00233,0.00033,1,0.5,0.5,0,0,2
500,300,300,0.001,0.001,0.00233,0.00033,1,0.5,0.5,0,0,3
500,300,300,0,0,0.00233,0.00033,1,0.5,0.5,0,0,4
500,300,300,0.05,0.05,0.001,0.00033,1,0.5,0.5,0,0,5
500,300,300,0.01,0.01,0.001,0.00033,1,0.5,0.5,0,0,6
500,300,300,0.001,0.001,0.001,0.00033,1,0.5,0.5,0,0,7
500,300,300,0,0,0.001,0.00033,1,0.5,0.5,0,0,8
500,300,300,0.05,0.05,0.00333,0.00033,1,0.5,0.5,0,0,9
500,300,300,0.01,0.01,0.00333,0.00033,1,0.5,0.5,0,0,10
500,300,300,0.001,0.001,0.00333,0.00033,1,0.5,0.5,0,0,11
800,300,300,0.05,0.05,0.002,0.00033,1,0.5,0.5,0,0,12
800,300,300,0.05,0.05,0.00083,0.00033,1,0.5,0.5,0,0,13
150,300,300,0,0,0.00078,0.00033,1,0.5,0.5,0,0,14
150,300,300,0,0,0.00078,0.00033,1,0.5,0.5,0,0,15
150,300,300,0,0,0.00133,0.00033,1,0.5,0.5,0,0,16
150,300,300,0,0,0.00204,0.00033,1,0.5,0.5,0,0,17
400,150,150,0.01,0.068,0.002333333,0.001353333,1,0.5,0.5,0,0,18
400,150,150,0.01,0.056,0.00148,0.000626667,1,0.5,0.5,0,0,19
400,150,150,0.01,0.047,0.00086,9.33E-05,1,0.5,0.5,0,0,20
400,150,150,0.01,0.089,0.003866667,0.00262,1,0.5,0.5,0,0,21
400,150,150,0.01,0.07,0.002546667,0.0015,1,0.5,0.5,0,0,22
400,150,150,0.01,0.058,0.00164,0.000733333,1,0.5,0.5,0,0,23
400,150,150,0.01,0.125,0.000653333,0.00482,1,0.5,0.5,0,0,24
400,150,150,0.01,0.093,0.004206667,0.002866667,1,0.5,0.5,0,0,25
400,150,150,0.01,0.073,0.00278,0.166666667,1,0.5,0.5,0,0,26
400,150,150,0.01,0.223,0.002333333,0.001353333,1,0.5,0.5,0,0,27
400,150,150,0.01,0.188,0.00148,0.000626667,1,0.5,0.5,0,0,28
400,150,150,0.01,0.161,0.00086,9.33E-05,1,0.5,0.5,0,0,29
400,150,150,0.01,0.286,0.003866667,0.00262,1,0.5,0.5,0,0,30
400,150,150,0.01,0.231,0.002546667,0.0015,1,0.5,0.5,0,0,31
400,150,150,0.01,0.193,0.00164,0.000733333,1,0.5,0.5,0,0,32
400,150,150,0.01,0.395,0.000653333,0.00482,1,0.5,0.5,0,0,33
400,150,150,0.01,0.299,0.004206667,0.002866667,1,0.5,0.5,0,0,34
400,150,150,0.01,0.24,0.00278,0.166666667,1,0.5,0.5,0,0,35
400,150,150,0.01,0.378,0.002333333,0.001353333,1,0.5,0.5,0,0,36
400,150,150,0.01,0.319,0.00148,0.000626667,1,0.5,0.5,0,0,37
400,150,150,0.01,0.276,0.00086,9.33E-05,1,0.5,0.5,0,0,38
400,150,150,0.01,0.483,0.003866667,0.00262,1,0.5,0.5,0,0,39
400,150,150,0.01,0.392,0.002546667,0.0015,1,0.5,0.5,0,0,40
400,150,150,0.01,0.329,0.00164,0.000733333,1,0.5,0.5,0,0,41
400,150,150,0.01,0.666,0.000653333,0.00482,1,0.5,0.5,0,0,42
400,150,150,0.01,0.505,0.004206667,0.002866667,1,0.5,0.5,0,0,43
400,150,150,0.01,0.407,0.00278,0.166666667,1,0.5,0.5,0,0,44
600,300,300,0.05,0.05,0.00119,0.000238,1,0.5,0.5,0,0,45
600,300,300,0.05,0.05,0.0016667,0.0005556,1,0.5,0.5,0,0,46
600,300,300,0.05,0.05,0.002333,0.001,1,0.5,0.5,0,0,47
600,300,300,0.05,0.05,0.00125,0.000179,1,0.5,0.5,0,0,48
600,300,300,0.05,0.05,0.00174,0.000486,1,0.5,0.5,0,0,49
600,300,300,0.05,0.05,0.00242,0.0009167,1,0.5,0.5,0,0,50
600,300,300,0.05,0.05,0.00131,0.000119,1,0.5,0.5,0,0,51
600,300,300,0.05,0.05,0.00181,0.000417,1,0.5,0.5,0,0,52
600,300,300,0.05,0.05,0.0025,0.0008333,1,0.5,0.5,0,0,53
