0,150,150,150,150,150,150,150,150
297.816,300,0,300,0,0,300,0,300
299.303,0,300,0,300,0,300,300,0
299.706,300,0,300,0,300,0,0,300
299.931,0,300,0,300,300,0,0,300
299.356,0,300,300,0,0,300,0,300
299.179,300,0,0,300,0,300,300,0
294.86,300,0,300,0,0,300,300,0
299.633,0,300,0,300,0,300,0,300
298.21,300,0,300,0,300,0,0,300
299.475,0,300,300,0,300,0,0,300
299.822,0,300,300,0,300,0,300,0
299.866,0,300,300,0,300,0,0,300
299.648,300,0,300,0,252,48,205,95
299.727,0,300,300,0,300,0,0,300
299.049,98,202,25,275,300,0,300,0
298.757,300,0,300,0,0,300,300,0
299.375,300,0,300,0,276,24,195,105
297.073,300,0,300,0,300,0,300,0
298.395,300,0,300,0,0,300,0,300
299.961,108,192,120,180,300,0,300,0
299.418,300,0,0,300,300,0,0,300
299.418,0,300,300,0,0,300,0,300
298.099,300,0,300,0,300,0,300,0
299.452,0,300,300,0,300,0,0,300
299.152,300,0,0,300,300,0,0,300
299.05,153,147,283,17,0,300,0,300
299.469,0,300,300,0,300,0,0,300
297.445,300,0,300,0,300,0,0,300
299.847,300,0,0,300,300,0,0,300
299.011,300,0,0,300,0,300,300,0
299.962,0,300,0,300,300,0,0,300
299.638,300,0,300,0,300,0,0,300
299.552,0,300,300,0,0,300,300,0
299.782,0,300,0,300,300,0,300,0
299.782,0,300,0,300,300,0,0,300
299.182,0,300,300,0,300,0,0,300
298.635,0,300,300,0,0,300,0,300
298.271,0,300,0,300,300,0,0,300
299.875,0,300,300,0,0,300,0,300
297.299,300,0,300,0,268,32,166,134
297.701,147,153,12,288,0,300,300,0
298.261,0,300,0,300,300,0,0,300
299.206,300,0,300,0,300,0,0,300
296.963,300,0,300,0,0,300,0,300
299.892,300,0,300,0,0,300,300,0
298.718,0,300,0,300,300,0,0,300
298.853,300,0,0,300,0,300,300,0
299.255,0,300,300,0,0,300,300,0
299.704,300,0,0,300,0,300,300,0
299.883,0,300,300,0,0,300,0,300
299.83,80,220,19,281,300,0,0,300
297.343,16,284,201,99,0,300,0,300
299.308,0,300,0,300,300,0,0,300
298.9,0,300,300,0,300,0,300,0
299.719,300,0,0,300,0,300,0,300
299.773,0,300,300,0,300,0,300,0
298.457,0,300,300,0,0,300,0,300
299.439,300,0,300,0,300,0,300,0
299.903,45,255,171,129,300,0,300,0
299.923,300,0,0,300,300,0,0,300
298.597,0,300,0,300,300,0,0,300
299.652,0,300,300,0,0,300,300,0
299.686,0,300,300,0,300,0,300,0
298.707,0,300,0,300,0,300,0,300
299.788,300,0,0,300,0,300,0,300
298.928,300,0,0,300,56,244,300,0
299.841,0,300,300,0,0,300,0,300
299.976,0,300,0,300,300,0,300,0
297.533,0,300,300,0,0,300,0,300
298.174,300,0,300,0,300,0,0,300
299.422,300,0,300,0,0,300,0,300
299.922,0,300,0,300,0,300,300,0
299.824,0,300,300,0,300,0,0,300
298.851,300,0,0,300,0,300,0,300
297.725,0,300,300,0,300,0,0,300
299.699,0,300,0,300,43,257,300,0
299.017,300,0,300,0,0,300,300,0
299.969,300,0,300,0,0,300,300,0
299.565,0,300,300,0,300,0,300,0
298.856,300,0,300,0,145,155,89,211
297.82,0,300,0,300,0,300,0,300
299.89,0,300,0,300,0,300,0,300
299.953,300,0,0,300,0,300,0,300
299.447,0,300,0,300,300,0,300,0
299.97,0,300,300,0,300,0,300,0
296.213,300,0,0,300,0,300,300,0
298.744,300,0,300,0,0,300,300,0
298.282,300,0,300,0,0,300,300,0
299.634,0,300,300,0,300,0,0,300
299.991,71,229,112,188,0,300,300,0
299.462,300,0,300,0,0,300,300,0
299.174,0,300,0,300,0,300,0,300
299.976,300,0,0,300,300,0,300,0
299.992,0,300,300,0,0,300,300,0
299.945,0,300,0,300,0,300,0,300
299.972,300,0,0,300,300,0,300,0
299.302,300,0,300,0,300,0,0,300
299.789,300,0,300,0,300,0,300,0
299.932,300,0,0,300,300,0,300,0
299.808,300,0,0,300,300,0,0,300
299.826,300,0,300,0,300,0,300,0
299.008,254,46,33,267,300,0,300,0
298.758,300,0,300,0,300,0,300,0
299.817,300,0,300,0,0,300,0,300
299.598,0,300,0,300,0,300,300,0
299.64,300,0,300,0,300,0,300,0
299.443,0,300,300,0,300,0,0,300
299.907,0,300,300,0,246,54,180,120
299.16,0,300,0,300,0,300,0,300
298.713,0,300,0,300,0,300,300,0
299.273,300,0,0,300,300,0,300,0
299.908,0,300,300,0,300,0,0,300
298.923,300,0,0,300,0,300,300,0
299.488,0,300,0,300,300,0,0,300
298.222,0,300,0,300,100,200,119,181
298.883,79,221,251,49,300,0,300,0
298.946,0,300,300,0,0,300,0,300
299.411,0,300,0,300,0,300,0,300
297.845,0,300,0,300,300,0,0,300
299.811,0,300,0,300,0,300,300,0
299.672,0,300,300,0,300,0,0,300
298.821,300,0,0,300,0,300,0,300
296.069,0,300,300,0,0,300,300,0
297.23,0,300,300,0,300,0,0,300
299.896,0,300,300,0,300,0,0,300
296.853,0,300,0,300,300,0,0,300
299.161,0,300,0,300,0,300,300,0
298.079,0,300,300,0,0,300,0,300
299.963,0,300,0,300,0,300,0,300
298.264,0,300,0,300,300,0,0,300
299.786,0,300,0,300,0,300,300,0
299.765,0,300,1,299,113,187,210,90
299.904,0,300,300,0,300,0,300,0
298.743,0,300,0,300,300,0,0,300
299.144,0,300,300,0,0,300,300,0
298.67,252,48,287,13,300,0,0,300
292.09,300,0,300,0,0,300,0,300
299.43,300,0,300,0,300,0,300,0
298.736,0,300,0,300,0,300,0,300
299.957,0,300,0,300,0,300,0,300
299.103,300,0,300,0,300,0,300,0
299.888,0,300,300,0,0,300,300,0
298.927,0,300,0,300,0,300,0,300
299.8,0,300,300,0,300,0,0,300
299.925,0,300,300,0,300,0,300,0
299.792,156,144,25,275,0,300,300,0
299.714,0,300,0,300,300,0,300,0
299.981,300,0,0,300,300,0,0,300
298.958,300,0,0,300,300,0,0,300
299.698,300,0,300,0,300,0,0,300
299.827,300,0,300,0,300,0,0,300
299.045,0,300,0,300,300,0,300,0
299.784,0,300,0,300,300,0,300,0
299.269,300,0,300,0,0,300,300,0
297.8,0,300,0,300,300,0,300,0
298.356,300,0,300,0,300,0,300,0
299.667,0,300,0,300,300,0,300,0
299.75,0,300,0,300,300,0,0,300
299.862,300,0,0,300,0,300,300,0
299.666,300,0,300,0,300,0,0,300
299.849,266,34,277,23,300,0,300,0
299.561,0,300,0,300,0,300,300,0
298.569,0,300,0,300,300,0,0,300
298.569,0,300,300,0,0,300,0,300
299.315,0,300,300,0,300,0,0,300
299.047,98,202,277,23,300,0,0,300
299.096,0,300,0,300,300,0,300,0
299.106,300,0,300,0,300,0,0,300
299.963,37,263,0,300,0,300,300,0
298.881,300,0,300,0,0,300,300,0
299.554,0,300,300,0,0,300,300,0
299.405,300,0,0,300,0,300,300,0
299.837,0,300,300,0,0,300,0,300
298.27,0,300,300,0,300,0,300,0
297.746,0,300,0,300,300,0,0,300
298.319,0,300,300,0,0,300,0,300
299.746,300,0,300,0,0,300,300,0
298.963,300,0,0,300,300,0,0,300
299.982,300,0,300,0,300,0,0,300
298.249,300,0,0,300,300,0,300,0
299.348,300,0,300,0,300,0,300,0
299.992,300,0,300,0,300,0,227,73
298.023,0,300,0,300,0,300,300,0
299.941,300,0,300,0,0,300,300,0
299.483,0,300,0,300,0,300,300,0
299.504,0,300,0,300,86,214,178,122
299.338,300,0,300,0,0,300,0,300
299.336,300,0,0,300,300,0,0,300
299.93,300,0,300,0,0,300,300,0
299.249,0,300,0,300,300,0,0,300
299.055,0,300,300,0,300,0,300,0
296.695,300,0,300,0,160,140,100,200
297.715,0,300,300,0,0,300,300,0
299.573,0,300,0,300,0,300,300,0
299.627,300,0,300,0,0,300,300,0
296.597,0,300,0,300,0,300,0,300
299.707,0,300,300,0,121,179,73,227
297.226,300,0,0,300,300,0,0,300
299.607,300,0,300,0,300,0,0,300
298.735,0,300,300,0,0,300,300,0
297.44,0,300,0,300,0,300,0,300
295.89,300,0,300,0,300,0,0,300
298.774,0,300,0,300,300,0,300,0
295.479,0,300,0,300,0,300,300,0
298.614,0,300,0,300,300,0,0,300
298.958,0,300,0,300,300,0,0,300
299.878,300,0,0,300,0,300,300,0
298.61,300,0,0,300,300,0,300,0
299.982,300,0,0,300,0,300,0,300
295.144,0,300,0,300,0,300,300,0
299.299,0,300,300,0,0,300,0,300
299.87,300,0,300,0,300,0,300,0
299.639,0,300,0,300,0,300,300,0
299.234,300,0,300,0,0,300,300,0
299.572,0,300,300,0,300,0,0,300
299.701,300,0,0,300,0,300,300,0
299.809,300,0,0,300,0,300,0,300
299.984,0,300,0,300,300,0,0,300
299.974,300,0,0,300,300,0,300,0
299.211,300,0,0,300,300,0,300,0
299.597,0,300,0,300,0,300,300,0
